[epoch:5, iter:2076] LOSS: 0.473 | avg_ACC: 83.742% 
[epoch:5, iter:2077] LOSS: 0.535 | avg_ACC: 83.722% 
[epoch:5, iter:2078] LOSS: 0.526 | avg_ACC: 83.702% 
[epoch:5, iter:2079] LOSS: 0.429 | avg_ACC: 83.726% 
[epoch:5, iter:2080] LOSS: 0.552 | avg_ACC: 83.694% 
[epoch:5, iter:2081] LOSS: 0.557 | avg_ACC: 83.693% 
[epoch:5, iter:2082] LOSS: 0.520 | avg_ACC: 83.668% 
[epoch:5, iter:2083] LOSS: 0.335 | avg_ACC: 83.691% 
[epoch:5, iter:2084] LOSS: 0.459 | avg_ACC: 83.703% 
[epoch:5, iter:2085] LOSS: 0.441 | avg_ACC: 83.690% 
[epoch:5, iter:2086] LOSS: 0.442 | avg_ACC: 83.701% 
[epoch:5, iter:2087] LOSS: 0.566 | avg_ACC: 83.659% 
[epoch:5, iter:2088] LOSS: 0.427 | avg_ACC: 83.705% 
[epoch:5, iter:2089] LOSS: 0.359 | avg_ACC: 83.740% 
[epoch:5, iter:2090] LOSS: 0.585 | avg_ACC: 83.715% 
[epoch:5, iter:2091] LOSS: 0.625 | avg_ACC: 83.674% 
[epoch:5, iter:2092] LOSS: 0.361 | avg_ACC: 83.691% 
[epoch:5, iter:2093] LOSS: 0.547 | avg_ACC: 83.684% 
[epoch:5, iter:2094] LOSS: 0.422 | avg_ACC: 83.695% 
[epoch:5, iter:2095] LOSS: 0.492 | avg_ACC: 83.666% 
[epoch:5, iter:2096] LOSS: 0.387 | avg_ACC: 83.688% 
[epoch:5, iter:2097] LOSS: 0.462 | avg_ACC: 83.704% 
[epoch:5, iter:2098] LOSS: 0.401 | avg_ACC: 83.714% 
[epoch:5, iter:2099] LOSS: 0.480 | avg_ACC: 83.697% 
[epoch:5, iter:2100] LOSS: 0.465 | avg_ACC: 83.723% 
[epoch:5, iter:2101] LOSS: 0.467 | avg_ACC: 83.722% 
[epoch:5, iter:2102] LOSS: 0.410 | avg_ACC: 83.769% 
[epoch:5, iter:2103] LOSS: 0.475 | avg_ACC: 83.747% 
[epoch:5, iter:2104] LOSS: 0.324 | avg_ACC: 83.783% 
[epoch:5, iter:2105] LOSS: 0.454 | avg_ACC: 83.797% 
[epoch:5, iter:2106] LOSS: 0.297 | avg_ACC: 83.837% 
[epoch:5, iter:2107] LOSS: 0.341 | avg_ACC: 83.856% 
[epoch:5, iter:2108] LOSS: 0.518 | avg_ACC: 83.859% 
[epoch:5, iter:2109] LOSS: 0.377 | avg_ACC: 83.893% 
[epoch:5, iter:2110] LOSS: 0.465 | avg_ACC: 83.896% 
[epoch:5, iter:2111] LOSS: 0.482 | avg_ACC: 83.889% 
[epoch:5, iter:2112] LOSS: 0.449 | avg_ACC: 83.872% 
[epoch:5, iter:2113] LOSS: 0.463 | avg_ACC: 83.885% 
[epoch:5, iter:2114] LOSS: 0.416 | avg_ACC: 83.903% 
[epoch:5, iter:2115] LOSS: 0.468 | avg_ACC: 83.921% 
[epoch:5, iter:2116] LOSS: 0.647 | avg_ACC: 83.861% 
[epoch:5, iter:2117] LOSS: 0.305 | avg_ACC: 83.888% 
[epoch:5, iter:2118] LOSS: 0.413 | avg_ACC: 83.877% 
[epoch:5, iter:2119] LOSS: 0.360 | avg_ACC: 83.903% 
[epoch:5, iter:2120] LOSS: 0.367 | avg_ACC: 83.925% 
[epoch:5, iter:2121] LOSS: 0.483 | avg_ACC: 83.937% 
[epoch:5, iter:2122] LOSS: 0.601 | avg_ACC: 83.888% 
[epoch:5, iter:2123] LOSS: 0.415 | avg_ACC: 83.882% 
[epoch:5, iter:2124] LOSS: 0.406 | avg_ACC: 83.890% 
[epoch:5, iter:2125] LOSS: 0.514 | avg_ACC: 83.888% 
[epoch:5, iter:2126] LOSS: 0.499 | avg_ACC: 83.882% 
[epoch:5, iter:2127] LOSS: 0.481 | avg_ACC: 83.875% 
[epoch:5, iter:2128] LOSS: 0.358 | avg_ACC: 83.901% 
[epoch:5, iter:2129] LOSS: 0.366 | avg_ACC: 83.922% 
[epoch:5, iter:2130] LOSS: 0.457 | avg_ACC: 83.924% 
[epoch:5, iter:2131] LOSS: 0.395 | avg_ACC: 83.927% 
[epoch:5, iter:2132] LOSS: 0.476 | avg_ACC: 83.925% 
[epoch:5, iter:2133] LOSS: 0.474 | avg_ACC: 83.936% 
[epoch:5, iter:2134] LOSS: 0.475 | avg_ACC: 83.921% 
[epoch:5, iter:2135] LOSS: 0.381 | avg_ACC: 83.932% 
[epoch:5, iter:2136] LOSS: 0.435 | avg_ACC: 83.948% 
[epoch:5, iter:2137] LOSS: 0.408 | avg_ACC: 83.959% 
[epoch:5, iter:2138] LOSS: 0.407 | avg_ACC: 83.991% 
[epoch:5, iter:2139] LOSS: 0.333 | avg_ACC: 84.014% 
[epoch:5, iter:2140] LOSS: 0.516 | avg_ACC: 84.012% 
[epoch:5, iter:2141] LOSS: 0.617 | avg_ACC: 83.984% 
[epoch:5, iter:2142] LOSS: 0.312 | avg_ACC: 84.007% 
[epoch:5, iter:2143] LOSS: 0.543 | avg_ACC: 83.980% 
[epoch:5, iter:2144] LOSS: 0.509 | avg_ACC: 83.970% 
[epoch:5, iter:2145] LOSS: 0.488 | avg_ACC: 83.947% 
[epoch:5, iter:2146] LOSS: 0.431 | avg_ACC: 83.929% 
[epoch:5, iter:2147] LOSS: 0.401 | avg_ACC: 83.927% 
[epoch:5, iter:2148] LOSS: 0.372 | avg_ACC: 83.938% 
[epoch:5, iter:2149] LOSS: 0.575 | avg_ACC: 83.920% 
[epoch:5, iter:2150] LOSS: 0.560 | avg_ACC: 83.894% 
[epoch:5, iter:2151] LOSS: 0.352 | avg_ACC: 83.897% 
[epoch:5, iter:2152] LOSS: 0.509 | avg_ACC: 83.891% 
[epoch:5, iter:2153] LOSS: 0.501 | avg_ACC: 83.882% 
[epoch:5, iter:2154] LOSS: 0.438 | avg_ACC: 83.888% 
[epoch:5, iter:2155] LOSS: 0.512 | avg_ACC: 83.887% 
[epoch:5, iter:2156] LOSS: 0.272 | avg_ACC: 83.928% 
[epoch:5, iter:2157] LOSS: 0.390 | avg_ACC: 83.942% 
[epoch:5, iter:2158] LOSS: 0.375 | avg_ACC: 83.952% 
[epoch:5, iter:2159] LOSS: 0.458 | avg_ACC: 83.954% 
[epoch:5, iter:2160] LOSS: 0.369 | avg_ACC: 83.982% 
[epoch:5, iter:2161] LOSS: 0.452 | avg_ACC: 83.988% 
[epoch:5, iter:2162] LOSS: 0.509 | avg_ACC: 83.975% 
[epoch:5, iter:2163] LOSS: 0.511 | avg_ACC: 83.962% 
[epoch:5, iter:2164] LOSS: 0.558 | avg_ACC: 83.949% 
[epoch:5, iter:2165] LOSS: 0.487 | avg_ACC: 83.936% 
[epoch:5, iter:2166] LOSS: 0.434 | avg_ACC: 83.942% 
[epoch:5, iter:2167] LOSS: 0.517 | avg_ACC: 83.936% 
[epoch:5, iter:2168] LOSS: 0.445 | avg_ACC: 83.931% 
[epoch:5, iter:2169] LOSS: 0.481 | avg_ACC: 83.930% 
[epoch:5, iter:2170] LOSS: 0.462 | avg_ACC: 83.932% 
[epoch:5, iter:2171] LOSS: 0.534 | avg_ACC: 83.934% 
[epoch:5, iter:2172] LOSS: 0.398 | avg_ACC: 83.943% 
[epoch:5, iter:2173] LOSS: 0.567 | avg_ACC: 83.931% 
[epoch:5, iter:2174] LOSS: 0.496 | avg_ACC: 83.922% 
[epoch:5, iter:2175] LOSS: 0.555 | avg_ACC: 83.913% 
[epoch:5, iter:2176] LOSS: 0.458 | avg_ACC: 83.898% 
[epoch:5, iter:2177] LOSS: 0.404 | avg_ACC: 83.896% 
[epoch:5, iter:2178] LOSS: 0.468 | avg_ACC: 83.906% 
[epoch:5, iter:2179] LOSS: 0.445 | avg_ACC: 83.915% 
[epoch:5, iter:2180] LOSS: 0.448 | avg_ACC: 83.913% 
[epoch:5, iter:2181] LOSS: 0.407 | avg_ACC: 83.912% 
[epoch:5, iter:2182] LOSS: 0.366 | avg_ACC: 83.928% 
[epoch:5, iter:2183] LOSS: 0.464 | avg_ACC: 83.906% 
[epoch:5, iter:2184] LOSS: 0.419 | avg_ACC: 83.894% 
[epoch:5, iter:2185] LOSS: 0.437 | avg_ACC: 83.913% 
[epoch:5, iter:2186] LOSS: 0.403 | avg_ACC: 83.922% 
[epoch:5, iter:2187] LOSS: 0.699 | avg_ACC: 83.897% 
[epoch:5, iter:2188] LOSS: 0.598 | avg_ACC: 83.885% 
[epoch:5, iter:2189] LOSS: 0.426 | avg_ACC: 83.888% 
[epoch:5, iter:2190] LOSS: 0.405 | avg_ACC: 83.896% 
[epoch:5, iter:2191] LOSS: 0.438 | avg_ACC: 83.895% 
[epoch:5, iter:2192] LOSS: 0.562 | avg_ACC: 83.874% 
[epoch:5, iter:2193] LOSS: 0.328 | avg_ACC: 83.915% 
[epoch:5, iter:2194] LOSS: 0.420 | avg_ACC: 83.921% 
[epoch:5, iter:2195] LOSS: 0.586 | avg_ACC: 83.890% 
[epoch:5, iter:2196] LOSS: 0.390 | avg_ACC: 83.908% 
[epoch:5, iter:2197] LOSS: 0.420 | avg_ACC: 83.923% 
[epoch:5, iter:2198] LOSS: 0.390 | avg_ACC: 83.935% 
[epoch:5, iter:2199] LOSS: 0.580 | avg_ACC: 83.917% 
[epoch:5, iter:2200] LOSS: 0.546 | avg_ACC: 83.906% 
[epoch:5, iter:2201] LOSS: 0.496 | avg_ACC: 83.905% 
[epoch:5, iter:2202] LOSS: 0.394 | avg_ACC: 83.920% 
[epoch:5, iter:2203] LOSS: 0.412 | avg_ACC: 83.921% 
[epoch:5, iter:2204] LOSS: 0.456 | avg_ACC: 83.914% 
[epoch:5, iter:2205] LOSS: 0.403 | avg_ACC: 83.925% 
[epoch:5, iter:2206] LOSS: 0.602 | avg_ACC: 83.899% 
[epoch:5, iter:2207] LOSS: 0.583 | avg_ACC: 83.891% 
[epoch:5, iter:2208] LOSS: 0.483 | avg_ACC: 83.875% 
[epoch:5, iter:2209] LOSS: 0.568 | avg_ACC: 83.855% 
[epoch:5, iter:2210] LOSS: 0.391 | avg_ACC: 83.879% 
[epoch:5, iter:2211] LOSS: 0.385 | avg_ACC: 83.881% 
[epoch:5, iter:2212] LOSS: 0.314 | avg_ACC: 83.898% 
[epoch:5, iter:2213] LOSS: 0.579 | avg_ACC: 83.881% 
[epoch:5, iter:2214] LOSS: 0.455 | avg_ACC: 83.877% 
[epoch:5, iter:2215] LOSS: 0.469 | avg_ACC: 83.876% 
[epoch:5, iter:2216] LOSS: 0.583 | avg_ACC: 83.863% 
[epoch:5, iter:2217] LOSS: 0.409 | avg_ACC: 83.871% 
[epoch:5, iter:2218] LOSS: 0.507 | avg_ACC: 83.855% 
[epoch:5, iter:2219] LOSS: 0.426 | avg_ACC: 83.857% 
[epoch:5, iter:2220] LOSS: 0.439 | avg_ACC: 83.880% 
[epoch:5, iter:2221] LOSS: 0.480 | avg_ACC: 83.873% 
[epoch:5, iter:2222] LOSS: 0.349 | avg_ACC: 83.883% 
[epoch:5, iter:2223] LOSS: 0.514 | avg_ACC: 83.871% 
[epoch:5, iter:2224] LOSS: 0.523 | avg_ACC: 83.858% 
[epoch:5, iter:2225] LOSS: 0.522 | avg_ACC: 83.857% 
[epoch:5, iter:2226] LOSS: 0.481 | avg_ACC: 83.859% 
[epoch:5, iter:2227] LOSS: 0.437 | avg_ACC: 83.864% 
[epoch:5, iter:2228] LOSS: 0.546 | avg_ACC: 83.846% 
[epoch:5, iter:2229] LOSS: 0.705 | avg_ACC: 83.825% 
[epoch:5, iter:2230] LOSS: 0.296 | avg_ACC: 83.847% 
[epoch:5, iter:2231] LOSS: 0.533 | avg_ACC: 83.843% 
[epoch:5, iter:2232] LOSS: 0.592 | avg_ACC: 83.817% 
[epoch:5, iter:2233] LOSS: 0.323 | avg_ACC: 83.841% 
[epoch:5, iter:2234] LOSS: 0.331 | avg_ACC: 83.860% 
[epoch:5, iter:2235] LOSS: 0.332 | avg_ACC: 83.884% 
[epoch:5, iter:2236] LOSS: 0.410 | avg_ACC: 83.891% 
[epoch:5, iter:2237] LOSS: 0.416 | avg_ACC: 83.901% 
[epoch:5, iter:2238] LOSS: 0.323 | avg_ACC: 83.920% 
[epoch:5, iter:2239] LOSS: 0.499 | avg_ACC: 83.927% 
[epoch:5, iter:2240] LOSS: 0.357 | avg_ACC: 83.931% 
[epoch:5, iter:2241] LOSS: 0.624 | avg_ACC: 83.911% 
[epoch:5, iter:2242] LOSS: 0.532 | avg_ACC: 83.893% 
[epoch:5, iter:2243] LOSS: 0.431 | avg_ACC: 83.895% 
[epoch:5, iter:2244] LOSS: 0.520 | avg_ACC: 83.907% 
[epoch:5, iter:2245] LOSS: 0.399 | avg_ACC: 83.914% 
[epoch:5, iter:2246] LOSS: 0.397 | avg_ACC: 83.913% 
[epoch:5, iter:2247] LOSS: 0.313 | avg_ACC: 83.934% 
[epoch:5, iter:2248] LOSS: 0.485 | avg_ACC: 83.935% 
[epoch:5, iter:2249] LOSS: 0.378 | avg_ACC: 83.947% 
[epoch:5, iter:2250] LOSS: 0.483 | avg_ACC: 83.938% 
[epoch:5, iter:2251] LOSS: 0.529 | avg_ACC: 83.924% 
[epoch:5, iter:2252] LOSS: 0.469 | avg_ACC: 83.912% 
[epoch:5, iter:2253] LOSS: 0.514 | avg_ACC: 83.906% 
[epoch:5, iter:2254] LOSS: 0.311 | avg_ACC: 83.928% 
[epoch:5, iter:2255] LOSS: 0.457 | avg_ACC: 83.938% 
[epoch:5, iter:2256] LOSS: 0.491 | avg_ACC: 83.942% 
[epoch:5, iter:2257] LOSS: 0.422 | avg_ACC: 83.943% 
[epoch:5, iter:2258] LOSS: 0.405 | avg_ACC: 83.947% 
[epoch:5, iter:2259] LOSS: 0.383 | avg_ACC: 83.956% 
[epoch:5, iter:2260] LOSS: 0.400 | avg_ACC: 83.963% 
[epoch:5, iter:2261] LOSS: 0.415 | avg_ACC: 83.972% 
[epoch:5, iter:2262] LOSS: 0.499 | avg_ACC: 83.973% 
[epoch:5, iter:2263] LOSS: 0.423 | avg_ACC: 83.987% 
[epoch:5, iter:2264] LOSS: 0.369 | avg_ACC: 84.003% 
[epoch:5, iter:2265] LOSS: 0.473 | avg_ACC: 83.999% 
[epoch:5, iter:2266] LOSS: 0.261 | avg_ACC: 84.016% 
[epoch:5, iter:2267] LOSS: 0.346 | avg_ACC: 84.032% 
[epoch:5, iter:2268] LOSS: 0.415 | avg_ACC: 84.038% 
[epoch:5, iter:2269] LOSS: 0.360 | avg_ACC: 84.052% 
[epoch:5, iter:2270] LOSS: 0.479 | avg_ACC: 84.055% 
[epoch:5, iter:2271] LOSS: 0.412 | avg_ACC: 84.051% 
[epoch:5, iter:2272] LOSS: 0.357 | avg_ACC: 84.064% 
[epoch:5, iter:2273] LOSS: 0.486 | avg_ACC: 84.058% 
[epoch:5, iter:2274] LOSS: 0.620 | avg_ACC: 84.032% 
[epoch:5, iter:2275] LOSS: 0.488 | avg_ACC: 84.038% 
[epoch:5, iter:2276] LOSS: 0.394 | avg_ACC: 84.049% 
[epoch:5, iter:2277] LOSS: 0.555 | avg_ACC: 84.047% 
[epoch:5, iter:2278] LOSS: 0.461 | avg_ACC: 84.046% 
[epoch:5, iter:2279] LOSS: 0.364 | avg_ACC: 84.057% 
[epoch:5, iter:2280] LOSS: 0.480 | avg_ACC: 84.058% 
[epoch:5, iter:2281] LOSS: 0.464 | avg_ACC: 84.063% 
[epoch:5, iter:2282] LOSS: 0.616 | avg_ACC: 84.057% 
[epoch:5, iter:2283] LOSS: 0.504 | avg_ACC: 84.053% 
[epoch:5, iter:2284] LOSS: 0.397 | avg_ACC: 84.062% 
[epoch:5, iter:2285] LOSS: 0.670 | avg_ACC: 84.044% 
[epoch:5, iter:2286] LOSS: 0.498 | avg_ACC: 84.049% 
[epoch:5, iter:2287] LOSS: 0.385 | avg_ACC: 84.057% 
[epoch:5, iter:2288] LOSS: 0.460 | avg_ACC: 84.063% 
[epoch:5, iter:2289] LOSS: 0.394 | avg_ACC: 84.062% 
[epoch:5, iter:2290] LOSS: 0.472 | avg_ACC: 84.067% 
[epoch:5, iter:2291] LOSS: 0.540 | avg_ACC: 84.052% 
[epoch:5, iter:2292] LOSS: 0.374 | avg_ACC: 84.057% 
[epoch:5, iter:2293] LOSS: 0.347 | avg_ACC: 84.072% 
[epoch:5, iter:2294] LOSS: 0.488 | avg_ACC: 84.075% 
[epoch:5, iter:2295] LOSS: 0.519 | avg_ACC: 84.072% 
[epoch:5, iter:2296] LOSS: 0.424 | avg_ACC: 84.070% 
[epoch:5, iter:2297] LOSS: 0.478 | avg_ACC: 84.067% 
[epoch:5, iter:2298] LOSS: 0.413 | avg_ACC: 84.077% 
[epoch:5, iter:2299] LOSS: 0.535 | avg_ACC: 84.080% 
[epoch:5, iter:2300] LOSS: 0.698 | avg_ACC: 84.058% 
[epoch:5, iter:2301] LOSS: 0.496 | avg_ACC: 84.054% 
[epoch:5, iter:2302] LOSS: 0.498 | avg_ACC: 84.049% 
[epoch:5, iter:2303] LOSS: 0.608 | avg_ACC: 84.036% 
[epoch:5, iter:2304] LOSS: 0.568 | avg_ACC: 84.021% 
[epoch:5, iter:2305] LOSS: 0.440 | avg_ACC: 84.027% 
[epoch:5, iter:2306] LOSS: 0.517 | avg_ACC: 84.028% 
[epoch:5, iter:2307] LOSS: 0.388 | avg_ACC: 84.033% 
[epoch:5, iter:2308] LOSS: 0.360 | avg_ACC: 84.041% 
[epoch:5, iter:2309] LOSS: 0.312 | avg_ACC: 84.062% 
[epoch:5, iter:2310] LOSS: 0.454 | avg_ACC: 84.049% 
[epoch:5, iter:2311] LOSS: 0.578 | avg_ACC: 84.039% 
[epoch:5, iter:2312] LOSS: 0.420 | avg_ACC: 84.042% 
[epoch:5, iter:2313] LOSS: 0.419 | avg_ACC: 84.045% 
[epoch:5, iter:2314] LOSS: 0.375 | avg_ACC: 84.064% 
[epoch:5, iter:2315] LOSS: 0.471 | avg_ACC: 84.060% 
[epoch:5, iter:2316] LOSS: 0.414 | avg_ACC: 84.061% 
[epoch:5, iter:2317] LOSS: 0.359 | avg_ACC: 84.075% 
[epoch:5, iter:2318] LOSS: 0.453 | avg_ACC: 84.078% 
[epoch:5, iter:2319] LOSS: 0.554 | avg_ACC: 84.079% 
[epoch:5, iter:2320] LOSS: 0.249 | avg_ACC: 84.095% 
[epoch:5, iter:2321] LOSS: 0.549 | avg_ACC: 84.085% 
[epoch:5, iter:2322] LOSS: 0.485 | avg_ACC: 84.092% 
[epoch:5, iter:2323] LOSS: 0.353 | avg_ACC: 84.097% 
[epoch:5, iter:2324] LOSS: 0.323 | avg_ACC: 84.106% 
[epoch:5, iter:2325] LOSS: 0.479 | avg_ACC: 84.107% 
[epoch:5, iter:2326] LOSS: 0.484 | avg_ACC: 84.114% 
[epoch:5, iter:2327] LOSS: 0.396 | avg_ACC: 84.115% 
[epoch:5, iter:2328] LOSS: 0.491 | avg_ACC: 84.107% 
[epoch:5, iter:2329] LOSS: 0.453 | avg_ACC: 84.106% 
[epoch:5, iter:2330] LOSS: 0.611 | avg_ACC: 84.092% 
[epoch:5, iter:2331] LOSS: 0.458 | avg_ACC: 84.090% 
[epoch:5, iter:2332] LOSS: 0.491 | avg_ACC: 84.089% 
[epoch:5, iter:2333] LOSS: 0.453 | avg_ACC: 84.082% 
[epoch:5, iter:2334] LOSS: 0.454 | avg_ACC: 84.086% 
[epoch:5, iter:2335] LOSS: 0.521 | avg_ACC: 84.083% 
[epoch:5, iter:2336] LOSS: 0.555 | avg_ACC: 84.082% 
[epoch:5, iter:2337] LOSS: 0.503 | avg_ACC: 84.076% 
[epoch:5, iter:2338] LOSS: 0.360 | avg_ACC: 84.085% 
[epoch:5, iter:2339] LOSS: 0.301 | avg_ACC: 84.096% 
[epoch:5, iter:2340] LOSS: 0.591 | avg_ACC: 84.095% 
[epoch:5, iter:2341] LOSS: 0.479 | avg_ACC: 84.088% 
[epoch:5, iter:2342] LOSS: 0.560 | avg_ACC: 84.080% 
[epoch:5, iter:2343] LOSS: 0.425 | avg_ACC: 84.077% 
[epoch:5, iter:2344] LOSS: 0.481 | avg_ACC: 84.080% 
[epoch:5, iter:2345] LOSS: 0.473 | avg_ACC: 84.079% 
[epoch:5, iter:2346] LOSS: 0.500 | avg_ACC: 84.078% 
[epoch:6, iter:2347] LOSS: 0.421 | avg_ACC: 84.375% 
[epoch:6, iter:2348] LOSS: 0.443 | avg_ACC: 83.984% 
[epoch:6, iter:2349] LOSS: 0.482 | avg_ACC: 83.854% 
[epoch:6, iter:2350] LOSS: 0.461 | avg_ACC: 83.398% 
[epoch:6, iter:2351] LOSS: 0.455 | avg_ACC: 83.594% 
[epoch:6, iter:2352] LOSS: 0.339 | avg_ACC: 84.375% 
[epoch:6, iter:2353] LOSS: 0.530 | avg_ACC: 83.929% 
[epoch:6, iter:2354] LOSS: 0.436 | avg_ACC: 83.789% 
[epoch:6, iter:2355] LOSS: 0.369 | avg_ACC: 84.201% 
[epoch:6, iter:2356] LOSS: 0.270 | avg_ACC: 84.844% 
[epoch:6, iter:2357] LOSS: 0.350 | avg_ACC: 85.014% 
[epoch:6, iter:2358] LOSS: 0.262 | avg_ACC: 85.547% 
[epoch:6, iter:2359] LOSS: 0.304 | avg_ACC: 85.938% 
[epoch:6, iter:2360] LOSS: 0.454 | avg_ACC: 85.826% 
[epoch:6, iter:2361] LOSS: 0.382 | avg_ACC: 85.938% 
[epoch:6, iter:2362] LOSS: 0.523 | avg_ACC: 85.889% 
[epoch:6, iter:2363] LOSS: 0.242 | avg_ACC: 86.213% 
[epoch:6, iter:2364] LOSS: 0.353 | avg_ACC: 86.372% 
[epoch:6, iter:2365] LOSS: 0.486 | avg_ACC: 86.143% 
[epoch:6, iter:2366] LOSS: 0.425 | avg_ACC: 85.938% 
[epoch:6, iter:2367] LOSS: 0.496 | avg_ACC: 85.900% 
[epoch:6, iter:2368] LOSS: 0.287 | avg_ACC: 86.080% 
[epoch:6, iter:2369] LOSS: 0.425 | avg_ACC: 86.175% 
[epoch:6, iter:2370] LOSS: 0.306 | avg_ACC: 86.361% 
[epoch:6, iter:2371] LOSS: 0.324 | avg_ACC: 86.500% 
[epoch:6, iter:2372] LOSS: 0.399 | avg_ACC: 86.418% 
[epoch:6, iter:2373] LOSS: 0.401 | avg_ACC: 86.372% 
[epoch:6, iter:2374] LOSS: 0.416 | avg_ACC: 86.440% 
[epoch:6, iter:2375] LOSS: 0.558 | avg_ACC: 86.234% 
[epoch:6, iter:2376] LOSS: 0.372 | avg_ACC: 86.276% 
[epoch:6, iter:2377] LOSS: 0.401 | avg_ACC: 86.290% 
[epoch:6, iter:2378] LOSS: 0.343 | avg_ACC: 86.353% 
[epoch:6, iter:2379] LOSS: 0.466 | avg_ACC: 86.174% 
[epoch:6, iter:2380] LOSS: 0.443 | avg_ACC: 86.190% 
[epoch:6, iter:2381] LOSS: 0.483 | avg_ACC: 86.138% 
[epoch:6, iter:2382] LOSS: 0.375 | avg_ACC: 86.241% 
[epoch:6, iter:2383] LOSS: 0.307 | avg_ACC: 86.318% 
[epoch:6, iter:2384] LOSS: 0.287 | avg_ACC: 86.410% 
[epoch:6, iter:2385] LOSS: 0.367 | avg_ACC: 86.438% 
[epoch:6, iter:2386] LOSS: 0.354 | avg_ACC: 86.367% 
[epoch:6, iter:2387] LOSS: 0.298 | avg_ACC: 86.433% 
[epoch:6, iter:2388] LOSS: 0.553 | avg_ACC: 86.291% 
[epoch:6, iter:2389] LOSS: 0.288 | avg_ACC: 86.355% 
[epoch:6, iter:2390] LOSS: 0.394 | avg_ACC: 86.310% 
[epoch:6, iter:2391] LOSS: 0.357 | avg_ACC: 86.354% 
[epoch:6, iter:2392] LOSS: 0.343 | avg_ACC: 86.447% 
[epoch:6, iter:2393] LOSS: 0.503 | avg_ACC: 86.386% 
[epoch:6, iter:2394] LOSS: 0.342 | avg_ACC: 86.393% 
[epoch:6, iter:2395] LOSS: 0.489 | avg_ACC: 86.320% 
[epoch:6, iter:2396] LOSS: 0.363 | avg_ACC: 86.328% 
[epoch:6, iter:2397] LOSS: 0.504 | avg_ACC: 86.244% 
[epoch:6, iter:2398] LOSS: 0.462 | avg_ACC: 86.208% 
[epoch:6, iter:2399] LOSS: 0.347 | avg_ACC: 86.277% 
[epoch:6, iter:2400] LOSS: 0.415 | avg_ACC: 86.241% 
[epoch:6, iter:2401] LOSS: 0.265 | avg_ACC: 86.321% 
[epoch:6, iter:2402] LOSS: 0.367 | avg_ACC: 86.300% 
[epoch:6, iter:2403] LOSS: 0.443 | avg_ACC: 86.308% 
[epoch:6, iter:2404] LOSS: 0.390 | avg_ACC: 86.328% 
[epoch:6, iter:2405] LOSS: 0.513 | avg_ACC: 86.255% 
[epoch:6, iter:2406] LOSS: 0.457 | avg_ACC: 86.224% 
[epoch:6, iter:2407] LOSS: 0.333 | avg_ACC: 86.347% 
[epoch:6, iter:2408] LOSS: 0.479 | avg_ACC: 86.341% 
[epoch:6, iter:2409] LOSS: 0.500 | avg_ACC: 86.310% 
[epoch:6, iter:2410] LOSS: 0.454 | avg_ACC: 86.292% 
[epoch:6, iter:2411] LOSS: 0.428 | avg_ACC: 86.262% 
[epoch:6, iter:2412] LOSS: 0.330 | avg_ACC: 86.293% 
[epoch:6, iter:2413] LOSS: 0.323 | avg_ACC: 86.311% 
[epoch:6, iter:2414] LOSS: 0.377 | avg_ACC: 86.294% 
[epoch:6, iter:2415] LOSS: 0.378 | avg_ACC: 86.288% 
[epoch:6, iter:2416] LOSS: 0.278 | avg_ACC: 86.350% 
[epoch:6, iter:2417] LOSS: 0.336 | avg_ACC: 86.367% 
[epoch:6, iter:2418] LOSS: 0.449 | avg_ACC: 86.372% 
[epoch:6, iter:2419] LOSS: 0.533 | avg_ACC: 86.301% 
[epoch:6, iter:2420] LOSS: 0.487 | avg_ACC: 86.244% 
[epoch:6, iter:2421] LOSS: 0.387 | avg_ACC: 86.219% 
[epoch:6, iter:2422] LOSS: 0.497 | avg_ACC: 86.205% 
[epoch:6, iter:2423] LOSS: 0.485 | avg_ACC: 86.110% 
[epoch:6, iter:2424] LOSS: 0.562 | avg_ACC: 86.068% 
[epoch:6, iter:2425] LOSS: 0.287 | avg_ACC: 86.145% 
[epoch:6, iter:2426] LOSS: 0.457 | avg_ACC: 86.094% 
[epoch:6, iter:2427] LOSS: 0.515 | avg_ACC: 86.053% 
[epoch:6, iter:2428] LOSS: 0.507 | avg_ACC: 86.052% 
[epoch:6, iter:2429] LOSS: 0.357 | avg_ACC: 86.060% 
[epoch:6, iter:2430] LOSS: 0.522 | avg_ACC: 86.003% 
[epoch:6, iter:2431] LOSS: 0.383 | avg_ACC: 86.002% 
[epoch:6, iter:2432] LOSS: 0.333 | avg_ACC: 86.001% 
[epoch:6, iter:2433] LOSS: 0.394 | avg_ACC: 86.000% 
[epoch:6, iter:2434] LOSS: 0.585 | avg_ACC: 85.911% 
[epoch:6, iter:2435] LOSS: 0.539 | avg_ACC: 85.867% 
[epoch:6, iter:2436] LOSS: 0.421 | avg_ACC: 85.877% 
[epoch:6, iter:2437] LOSS: 0.327 | avg_ACC: 85.912% 
[epoch:6, iter:2438] LOSS: 0.245 | avg_ACC: 85.963% 
[epoch:6, iter:2439] LOSS: 0.335 | avg_ACC: 85.980% 
[epoch:6, iter:2440] LOSS: 0.404 | avg_ACC: 85.971% 
[epoch:6, iter:2441] LOSS: 0.380 | avg_ACC: 85.979% 
[epoch:6, iter:2442] LOSS: 0.448 | avg_ACC: 85.978% 
[epoch:6, iter:2443] LOSS: 0.381 | avg_ACC: 85.962% 
